PID,Name,Pos,Age,League,GP,G,A,P,Year,Overall
8458146,Mika Stromberg,D,20.0,Finland,42.0,2.0,15.0,17.0,1990.0,211.0
8449895,Owen Nolan,F,18.0,OHL,58.0,51.0,59.0,110.0,1990.0,1.0
8449807,Petr Nedved,F,18.0,WHL,71.0,65.0,80.0,145.0,1990.0,2.0
8448208,Jaromir Jagr,F,18.0,CzRep,42.0,22.0,28.0,50.0,1990.0,5.0
8448208,Jaromir Jagr,F,18.0,WJC-A,7.0,5.0,13.0,18.0,1990.0,5.0
8448208,Jaromir Jagr,F,18.0,WEC-A,10.0,3.0,2.0,5.0,1990.0,5.0
8458048,John Slaney,D,18.0,OHL,64.0,38.0,59.0,97.0,1990.0,9.0
8447383,Mark Greig,F,20.0,WHL,65.0,55.0,80.0,135.0,1990.0,15.0
8458052,Jiri Slegr,D,19.0,CzRep,51.0,4.0,15.0,19.0,1990.0,23.0
8458052,Jiri Slegr,D,19.0,WJC-A,7.0,3.0,4.0,7.0,1990.0,23.0
8458031,Chris Simon,F,18.0,OHL,57.0,36.0,38.0,74.0,1990.0,25.0
8458185,Chris Taylor,F,18.0,OHL,66.0,45.0,60.0,105.0,1990.0,27.0
8458314,Vesa Viitakoski,F,19.0,Fin-Jr.,9.0,9.0,8.0,17.0,1990.0,32.0
8458314,Vesa Viitakoski,F,19.0,Finland,44.0,24.0,10.0,34.0,1990.0,32.0
8458314,Vesa Viitakoski,F,19.0,WJC-A,7.0,6.0,1.0,7.0,1990.0,32.0
8456115,Ivan Droppa,D,18.0,EJC-A,6.0,4.0,2.0,6.0,1990.0,37.0
8457785,Mikael Renberg,F,18.0,Sweden-2,29.0,15.0,19.0,34.0,1990.0,40.0
8457785,Mikael Renberg,F,18.0,EJC-A,6.0,7.0,1.0,8.0,1990.0,40.0
8456887,Vyacheslav Kozlov,F,18.0,USSR,45.0,14.0,12.0,26.0,1990.0,45.0
8456887,Vyacheslav Kozlov,F,18.0,WJC-A,7.0,4.0,7.0,11.0,1990.0,45.0
8456887,Vyacheslav Kozlov,F,18.0,EJC-A,6.0,9.0,10.0,19.0,1990.0,45.0
8457360,Roman Meluzin,F,18.0,CzRep,34.0,4.0,6.0,10.0,1990.0,74.0
8455701,Chris Bright,F,19.0,WHL,72.0,36.0,38.0,74.0,1990.0,78.0
8458494,Sergei Zubov,D,20.0,Fr-Tour,1.0,0.0,0.0,0.0,1990.0,85.0
8458494,Sergei Zubov,D,20.0,USSR,48.0,6.0,2.0,8.0,1990.0,85.0
8458494,Sergei Zubov,D,20.0,WJC-A,7.0,1.0,3.0,4.0,1990.0,85.0
8457813,Lubos Rob,F,20.0,CzRep,47.0,16.0,24.0,40.0,1990.0,99.0
8457813,Lubos Rob,F,20.0,WJC-20,7.0,4.0,1.0,5.0,1990.0,99.0
8456908,Peter Kuchyna,D,20.0,CzRep,32.0,2.0,2.0,4.0,1990.0,104.0
8456908,Peter Kuchyna,D,20.0,WJC-20,7.0,2.0,2.0,4.0,1990.0,104.0
8456867,Lubomir Kolnik,F,22.0,CzRep,53.0,37.0,25.0,62.0,1990.0,116.0
8456871,Roman Kontsek,F,20.0,CzRep,21.0,8.0,7.0,15.0,1990.0,135.0
8456882,Andrei Kovalenko,F,20.0,Fr-Tour,1.0,0.0,0.0,0.0,1990.0,148.0
8456882,Andrei Kovalenko,F,20.0,USSR,48.0,8.0,5.0,13.0,1990.0,148.0
8456882,Andrei Kovalenko,F,20.0,WJC-A,7.0,5.0,6.0,11.0,1990.0,148.0
8456793,Alexander Karpovtsev,D,20.0,USSR,35.0,1.0,1.0,2.0,1990.0,158.0
8456793,Alexander Karpovtsev,D,20.0,WJC-A,7.0,0.0,1.0,1.0,1990.0,158.0
8457480,Milan Nedoma,D,18.0,CzRep,35.0,1.0,4.0,5.0,1990.0,166.0
8457480,Milan Nedoma,D,18.0,EJC-18,6.0,1.0,2.0,3.0,1990.0,166.0
8457403,Jaroslav Modry,D,19.0,CzRep,41.0,2.0,2.0,4.0,1990.0,179.0
8455413,Mika Alatalo,F,19.0,Fin-Jr.,6.0,6.0,3.0,9.0,1990.0,203.0
8455413,Mika Alatalo,F,19.0,Finland,41.0,3.0,5.0,8.0,1990.0,203.0
8455413,Mika Alatalo,F,19.0,WJC-A,7.0,2.0,1.0,3.0,1990.0,203.0
8458751,Marko Jantunen,F,20.0,Fin-Jr.,1.0,0.0,4.0,4.0,1991.0,239.0
8458751,Marko Jantunen,F,20.0,Finland,39.0,9.0,20.0,29.0,1991.0,239.0
8458751,Marko Jantunen,F,20.0,WJC-A,7.0,3.0,10.0,13.0,1991.0,239.0
8458520,Peter Forsberg,F,18.0,Swe-Jr.,39.0,38.0,64.0,102.0,1991.0,6.0
8458520,Peter Forsberg,F,18.0,Sweden,23.0,7.0,10.0,17.0,1991.0,6.0
8458520,Peter Forsberg,F,18.0,EJC-A,6.0,5.0,12.0,17.0,1991.0,6.0
8458529,Alex Kovalev,F,18.0,USSR,18.0,1.0,2.0,3.0,1991.0,15.0
8458529,Alex Kovalev,F,18.0,Super-S,1.0,0.0,0.0,0.0,1991.0,15.0
8458529,Alex Kovalev,F,18.0,EJC-A,5.0,8.0,3.0,11.0,1991.0,15.0
8458529,Alex Kovalev,F,18.0,EJC-A,6.0,8.0,3.0,11.0,1991.0,15.0
8458530,Markus Naslund,F,18.0,Sweden,32.0,10.0,9.0,19.0,1991.0,16.0
8458530,Markus Naslund,F,18.0,EJC-A,6.0,14.0,2.0,16.0,1991.0,16.0
8458533,Niklas Sundblad,F,18.0,Sweden,39.0,1.0,3.0,4.0,1991.0,19.0
8458534,Martin Rucinsky,F,20.0,CzRep,56.0,24.0,20.0,44.0,1991.0,20.0
8458534,Martin Rucinsky,F,20.0,WJC-A,7.0,9.0,5.0,14.0,1991.0,20.0
8458793,Juha Riihijarvi,F,21.0,I-divisioona,42.0,29.0,41.0,70.0,1991.0,254.0
8458540,Ziggy Palffy,F,19.0,CzRep,50.0,34.0,16.0,50.0,1991.0,26.0
8458540,Ziggy Palffy,F,19.0,WJC-A,7.0,7.0,6.0,13.0,1991.0,26.0
8458543,Jassen Cullimore,D,18.0,OHL,62.0,8.0,16.0,24.0,1991.0,29.0
8458544,Sandis Ozolinsh,D,19.0,Fr-Tour,1.0,0.0,0.0,0.0,1991.0,30.0
8458544,Sandis Ozolinsh,D,19.0,WJC-A,7.0,1.0,2.0,3.0,1991.0,30.0
8458545,Martin Hamrlik,D,18.0,CzRep,50.0,8.0,14.0,22.0,1991.0,31.0
8458545,Martin Hamrlik,D,18.0,WJC-A,7.0,2.0,0.0,2.0,1991.0,31.0
8458554,Jozef Stumpel,F,19.0,CzRep,49.0,23.0,22.0,45.0,1991.0,40.0
8458554,Jozef Stumpel,F,19.0,WJC-A,7.0,4.0,4.0,8.0,1991.0,40.0
8458557,Craig Darby,F,18.0,HS,29.0,33.0,61.0,94.0,1991.0,43.0
8458560,Rich Brennan,D,18.0,HS,34.0,13.0,37.0,50.0,1991.0,46.0
8458571,Jason Young,F,18.0,OHL,37.0,21.0,38.0,59.0,1991.0,57.0
8458573,Michael Nylander,F,18.0,Sweden-2,33.0,14.0,20.0,34.0,1991.0,59.0
8458573,Michael Nylander,F,18.0,WJC-A,7.0,6.0,5.0,11.0,1991.0,59.0
8458574,Shane Peacock,D,18.0,WHL,69.0,12.0,50.0,62.0,1991.0,60.0
8458575,Yves Sarault,F,18.0,QMJHL,56.0,22.0,24.0,46.0,1991.0,61.0
8458595,Alexei Zhitnik,D,18.0,Fr-Tour,1.0,0.0,0.0,0.0,1991.0,81.0
8458595,Alexei Zhitnik,D,18.0,WJC-A,7.0,1.0,1.0,2.0,1991.0,81.0
8458598,Brad Tiley,D,20.0,OHL,66.0,11.0,55.0,66.0,1991.0,84.0
8458598,Brad Tiley,D,20.0,M-Cup,3.0,0.0,2.0,2.0,1991.0,84.0
8458600,Aris Brimanis,D,19.0,CCHA,38.0,3.0,6.0,9.0,1991.0,86.0
8458606,Steve Junker,F,19.0,WHL,71.0,39.0,38.0,77.0,1991.0,92.0
8458606,Steve Junker,F,19.0,M-Cup,4.0,0.0,3.0,3.0,1991.0,92.0
8458616,Alexei Kudashov,F,20.0,Fr-Tour,1.0,0.0,0.0,0.0,1991.0,102.0
8458616,Alexei Kudashov,F,20.0,USSR,45.0,9.0,5.0,14.0,1991.0,102.0
8458616,Alexei Kudashov,F,20.0,WJC-A,7.0,2.0,8.0,10.0,1991.0,102.0
8458617,Bill Lindsay,F,20.0,WHL,63.0,46.0,47.0,93.0,1991.0,103.0
8458617,Bill Lindsay,F,20.0,WJC-A,7.0,3.0,5.0,8.0,1991.0,103.0
8458636,Dmitry Yushkevich,D,19.0,USSR,41.0,10.0,4.0,14.0,1991.0,122.0
8458636,Dmitry Yushkevich,D,19.0,USSR-3,1.0,0.0,0.0,0.0,1991.0,122.0
8458636,Dmitry Yushkevich,D,19.0,Fr-Tour,1.0,0.0,0.0,0.0,1991.0,122.0
8458641,Oleg Petrov,F,20.0,Fr-Tour,1.0,0.0,0.0,0.0,1991.0,127.0
8458641,Oleg Petrov,F,20.0,USSR,43.0,7.0,4.0,11.0,1991.0,127.0
8458641,Oleg Petrov,F,20.0,WJC-A,7.0,4.0,4.0,8.0,1991.0,127.0
8458649,Martin Prochazka,F,19.0,CzRep,50.0,19.0,10.0,29.0,1991.0,135.0
8458649,Martin Prochazka,F,19.0,WJC-A,7.0,4.0,1.0,5.0,1991.0,135.0
8458650,Andreas Johansson,F,18.0,Sweden-2,31.0,12.0,10.0,22.0,1991.0,136.0
8458650,Andreas Johansson,F,18.0,EJC-A,5.0,5.0,0.0,5.0,1991.0,136.0
8458658,David Oliver,F,20.0,CCHA,27.0,13.0,11.0,24.0,1991.0,144.0
8458666,Kelly Fairchild,F,18.0,HS,28.0,28.0,45.0,73.0,1991.0,152.0
8458667,Terry Hollinger,D,20.0,WHL,8.0,1.0,6.0,7.0,1991.0,153.0
8458667,Terry Hollinger,D,20.0,WHL,62.0,9.0,32.0,41.0,1991.0,153.0
8458690,Guy Lehoux,D,19.0,QMJHL,63.0,8.0,26.0,34.0,1991.0,179.0
8458721,Rob Leask,D,20.0,OHL,62.0,11.0,27.0,38.0,1991.0,209.0
8458722,Vegar Barlie,D,19.0,WJC-20,7.0,0.0,0.0,0.0,1991.0,210.0
8458939,Alexei Yashin,F,18.0,CIS,35.0,7.0,5.0,12.0,1992.0,2.0
8458939,Alexei Yashin,F,18.0,CIS-3,6.0,6.0,2.0,8.0,1992.0,2.0
8458941,Todd Warriner,F,18.0,OHL,50.0,41.0,41.0,82.0,1992.0,4.0
8458942,Darius Kasparaitis,D,19.0,CIS,31.0,2.0,10.0,12.0,1992.0,5.0
8458942,Darius Kasparaitis,D,19.0,CIS-3,8.0,2.0,1.0,3.0,1992.0,5.0
8458942,Darius Kasparaitis,D,19.0,Olympics,8.0,0.0,2.0,2.0,1992.0,5.0
8458942,Darius Kasparaitis,D,19.0,WC-A,6.0,2.0,1.0,3.0,1992.0,5.0
8458946,Robert Petrovicky,F,18.0,CzRep,46.0,25.0,36.0,61.0,1992.0,9.0
8458946,Robert Petrovicky,F,18.0,WJC-A,7.0,3.0,6.0,9.0,1992.0,9.0
8458948,David Cooper,D,18.0,WHL,72.0,17.0,47.0,64.0,1992.0,11.0
8458949,Sergei Krivokrasov,F,18.0,CIS,42.0,10.0,8.0,18.0,1992.0,12.0
8458949,Sergei Krivokrasov,F,18.0,CIS-3,3.0,0.0,3.0,3.0,1992.0,12.0
8458951,Sergei Gonchar,D,18.0,CIS,31.0,1.0,0.0,1.0,1992.0,14.0
8458951,Sergei Gonchar,D,18.0,EJC-A,6.0,1.0,4.0,5.0,1992.0,14.0
8458962,Drew Bannister,D,18.0,OHL,64.0,4.0,21.0,25.0,1992.0,26.0
8458962,Drew Bannister,D,18.0,M-Cup,4.0,1.0,1.0,2.0,1992.0,26.0
8458972,Jeff Shantz,F,18.0,WHL,72.0,39.0,50.0,89.0,1992.0,36.0
8458974,Igor Korolev,F,22.0,Can-Cup,5.0,0.0,0.0,0.0,1992.0,38.0
8458974,Igor Korolev,F,22.0,CIS,39.0,15.0,12.0,27.0,1992.0,38.0
8458974,Igor Korolev,F,22.0,CIS-3,4.0,6.0,4.0,10.0,1992.0,38.0
8458978,Sergei Brylin,F,18.0,CIS,44.0,1.0,6.0,7.0,1992.0,42.0
8458978,Sergei Brylin,F,18.0,CIS-3,1.0,0.0,0.0,0.0,1992.0,42.0
8458983,Andrei Nikolishin,F,19.0,CIS-3,36.0,22.0,15.0,37.0,1992.0,47.0
8458983,Andrei Nikolishin,F,19.0,WJC-A,7.0,1.0,2.0,3.0,1992.0,47.0
8458986,Patrick Traverse,D,18.0,QMJHL,59.0,3.0,11.0,14.0,1992.0,50.0
8458989,Stefan Ustorf,F,18.0,Germany,41.0,2.0,22.0,24.0,1992.0,53.0
8458989,Stefan Ustorf,F,18.0,WJC-A,5.0,0.0,2.0,2.0,1992.0,53.0
8458989,Stefan Ustorf,F,18.0,EJC-A,6.0,4.0,4.0,8.0,1992.0,53.0
8458989,Stefan Ustorf,F,18.0,WC-A,6.0,1.0,1.0,2.0,1992.0,53.0
8458990,Mathias Johansson,F,18.0,Sweden,16.0,0.0,0.0,0.0,1992.0,54.0
8458990,Mathias Johansson,F,18.0,EJC-A,6.0,3.0,0.0,3.0,1992.0,54.0
8458995,Ondrej Steiner,F,18.0,EJC-18,6.0,4.0,5.0,9.0,1992.0,59.0
8458996,Jeremy Stevenson,F,18.0,OHL,63.0,15.0,23.0,38.0,1992.0,60.0
8459011,Jan Caloun,F,19.0,CzRep,46.0,39.0,13.0,52.0,1992.0,75.0
8459011,Jan Caloun,F,19.0,WJC-A,7.0,8.0,1.0,9.0,1992.0,75.0
8459035,Marcus Ragnarsson,D,21.0,Sweden,40.0,8.0,5.0,13.0,1992.0,99.0
8459038,Sami Helenius,D,18.0,Fin-Jr.,27.0,7.0,7.0,14.0,1992.0,102.0
8459038,Sami Helenius,D,18.0,EJC-A,6.0,0.0,0.0,0.0,1992.0,102.0
8459040,Tomas Klimt,F,18.0,CzRep,29.0,3.0,2.0,5.0,1992.0,104.0
8466109,Michael Johnson,F,17.0,MTHL,45.0,43.0,66.0,109.0,1992.0,130.0
8459069,Jiri Dopita,F,23.0,CzRep,38.0,24.0,20.0,44.0,1992.0,133.0
8459071,Rem Murray,F,19.0,CCHA,41.0,12.0,36.0,48.0,1992.0,135.0
8459099,Jan Alinc,F,20.0,CzRep,45.0,21.0,16.0,37.0,1992.0,163.0
8459099,Jan Alinc,F,20.0,WJC-A,7.0,0.0,0.0,0.0,1992.0,163.0
8459114,Juha Lind,F,18.0,Fin-Jr.,28.0,16.0,24.0,40.0,1992.0,178.0
8459114,Juha Lind,F,18.0,EJC-A,6.0,2.0,7.0,9.0,1992.0,178.0
8459118,Nicholas Naumenko,D,18.0,USHL,24.0,6.0,19.0,25.0,1992.0,182.0
8459141,Marko Tuomainen,F,20.0,NCAA,28.0,11.0,12.0,23.0,1992.0,205.0
8459141,Marko Tuomainen,F,20.0,WJC-A,7.0,1.0,4.0,5.0,1992.0,205.0
8459143,Magnus Wernblom,F,19.0,Sweden,35.0,7.0,6.0,13.0,1992.0,207.0
8459144,Mattias Timander,D,18.0,EJC-A,5.0,0.0,2.0,2.0,1992.0,208.0
8459146,Jeff Toms,F,18.0,OHL,36.0,9.0,5.0,14.0,1992.0,210.0
8459146,Jeff Toms,F,18.0,M-Cup,2.0,0.0,0.0,0.0,1992.0,210.0
8459158,Jonas Hoglund,F,20.0,Sweden,40.0,14.0,11.0,25.0,1992.0,222.0
8459158,Jonas Hoglund,F,20.0,WJC-A,7.0,3.0,2.0,5.0,1992.0,222.0
8459159,Chris Herperger,F,18.0,WHL,72.0,14.0,19.0,33.0,1992.0,223.0
8459166,Yuri Gunko,D,20.0,CIS,22.0,1.0,0.0,1.0,1992.0,230.0
8459174,Dan Mcgillis,D,20.0,CJHL,36.0,5.0,19.0,24.0,1992.0,238.0
8459700,Hans Jonsson,D,20.0,Sweden,40.0,2.0,2.0,4.0,1993.0,286.0
8459700,Hans Jonsson,D,20.0,WJC-A,7.0,2.0,1.0,3.0,1993.0,286.0
8459427,Rob Niedermayer,F,18.0,WHL,52.0,43.0,34.0,77.0,1993.0,5.0
8459427,Rob Niedermayer,F,18.0,WJC-A,7.0,0.0,2.0,2.0,1993.0,5.0
8459428,Viktor Kozlov,F,18.0,CIS,30.0,6.0,5.0,11.0,1993.0,6.0
8459428,Viktor Kozlov,F,18.0,WJC-A,7.0,2.0,1.0,3.0,1993.0,6.0
8459428,Viktor Kozlov,F,18.0,EJC-A,6.0,3.0,3.0,6.0,1993.0,6.0
8459430,Niklas Sundstrom,F,18.0,Swe-Jr.,2.0,3.0,1.0,4.0,1993.0,8.0
8459430,Niklas Sundstrom,F,18.0,Sweden,40.0,7.0,11.0,18.0,1993.0,8.0
8459430,Niklas Sundstrom,F,18.0,WJC-A,7.0,10.0,4.0,14.0,1993.0,8.0
8459430,Niklas Sundstrom,F,18.0,EJC-A,5.0,4.0,9.0,13.0,1993.0,8.0
8459434,Kenny Jonsson,D,18.0,Swe-Jr.,2.0,1.0,2.0,3.0,1993.0,12.0
8459434,Kenny Jonsson,D,18.0,Sweden,39.0,3.0,10.0,13.0,1993.0,12.0
8459434,Kenny Jonsson,D,18.0,WJC-A,7.0,2.0,3.0,5.0,1993.0,12.0
8459435,Denis Pederson,F,18.0,WHL,72.0,33.0,40.0,73.0,1993.0,13.0
8459440,Jesper Mattsson,F,18.0,Sweden,40.0,9.0,8.0,17.0,1993.0,18.0
8459441,Landon Wilson,F,18.0,USHL,43.0,29.0,36.0,65.0,1993.0,19.0
8459443,Anders Eriksson,D,18.0,Swe-Jr.,10.0,5.0,3.0,8.0,1993.0,22.0
8459443,Anders Eriksson,D,18.0,Sweden,20.0,0.0,2.0,2.0,1993.0,22.0
8459443,Anders Eriksson,D,18.0,EJC-A,6.0,2.0,1.0,3.0,1993.0,22.0
8459449,Radim Bicanek,D,18.0,CzRep,43.0,2.0,3.0,5.0,1993.0,27.0
8459449,Radim Bicanek,D,18.0,WJC-A,7.0,1.0,0.0,1.0,1993.0,27.0
8459449,Radim Bicanek,D,18.0,EJC-A,6.0,3.0,1.0,4.0,1993.0,27.0
8459452,Nikolai Tsulygin,D,18.0,CIS,42.0,5.0,4.0,9.0,1993.0,30.0
8459452,Nikolai Tsulygin,D,18.0,WJC-A,5.0,0.0,0.0,0.0,1993.0,30.0
8459452,Nikolai Tsulygin,D,18.0,EJC-A,6.0,1.0,1.0,2.0,1993.0,30.0
8459455,David Vyborny,F,18.0,CzRep,52.0,20.0,24.0,44.0,1993.0,33.0
8459455,David Vyborny,F,18.0,EJC-A,6.0,7.0,5.0,12.0,1993.0,33.0
8459455,David Vyborny,F,18.0,WJC-A,7.0,6.0,9.0,15.0,1993.0,33.0
8459458,Janne Niinimaa,D,18.0,Fin-Jr.,10.0,3.0,9.0,12.0,1993.0,36.0
8459458,Janne Niinimaa,D,18.0,Finland-2,29.0,2.0,3.0,5.0,1993.0,36.0
8459458,Janne Niinimaa,D,18.0,Finland-3,1.0,0.0,2.0,2.0,1993.0,36.0
8459458,Janne Niinimaa,D,18.0,EJC-A,6.0,1.0,1.0,2.0,1993.0,36.0
8459464,Shayne Toporowski,F,18.0,WHL,72.0,25.0,32.0,57.0,1993.0,42.0
8459467,Vlastimil Kroupa,D,18.0,CzRep,9.0,0.0,1.0,1.0,1993.0,45.0
8459467,Vlastimil Kroupa,D,18.0,EJC-A,6.0,1.0,0.0,1.0,1993.0,45.0
8459468,Rick Girard,F,19.0,WHL,72.0,71.0,70.0,141.0,1993.0,46.0
8459468,Rick Girard,F,19.0,M-Cup,4.0,1.0,3.0,4.0,1993.0,46.0
8459474,Domenic Pittis,F,18.0,WHL,66.0,46.0,73.0,119.0,1993.0,52.0
8459478,Chris Armstrong,D,18.0,WHL,67.0,9.0,35.0,44.0,1993.0,57.0
8459482,Maxim Galanov,D,19.0,CIS,41.0,4.0,2.0,6.0,1993.0,61.0
8459482,Maxim Galanov,D,19.0,WJC-A,7.0,1.0,0.0,1.0,1993.0,61.0
8459484,Jamie Rivers,D,18.0,OHL,62.0,12.0,43.0,55.0,1993.0,63.0
8459490,Patrick Boileau,D,18.0,QMJHL,69.0,4.0,19.0,23.0,1993.0,69.0
8459490,Patrick Boileau,D,18.0,M-Cup,5.0,0.0,1.0,1.0,1993.0,69.0
8459493,Marek Malik,D,18.0,CzRep-Jr.,20.0,5.0,10.0,15.0,1993.0,72.0
8459493,Marek Malik,D,18.0,EJC-A,2.0,0.0,2.0,2.0,1993.0,72.0
8459494,Sebastien Bordeleau,F,18.0,QMJHL,60.0,18.0,39.0,57.0,1993.0,73.0
8459518,Ravil Gusmanov,F,21.0,CIS,39.0,15.0,8.0,23.0,1993.0,93.0
8459519,Bob Wren,F,18.0,OHL,63.0,57.0,88.0,145.0,1993.0,94.0
8459521,Marty Murray,F,18.0,WHL,67.0,29.0,65.0,94.0,1993.0,96.0
8459527,Shawn Bates,F,18.0,HS,25.0,49.0,46.0,95.0,1993.0,103.0
8459534,Miroslav Satan,F,18.0,CzRep,38.0,11.0,6.0,17.0,1993.0,111.0
8459538,Nolan Pratt,D,18.0,WHL,70.0,4.0,19.0,23.0,1993.0,115.0
8459543,Tomas Vlasak,F,18.0,CzRep-2,31.0,17.0,6.0,23.0,1993.0,120.0
8459543,Tomas Vlasak,F,18.0,EJC-A,6.0,5.0,7.0,12.0,1993.0,120.0
8459546,Zdenek Nedved,F,18.0,OHL,18.0,3.0,9.0,12.0,1993.0,123.0
8459550,Anders Myrvold,D,18.0,Sweden,2.0,0.0,0.0,0.0,1993.0,127.0
8459550,Anders Myrvold,D,18.0,WJC-B,7.0,5.0,1.0,6.0,1993.0,127.0
8459553,Chris Kelleher,D,18.0,HS,25.0,8.0,30.0,38.0,1993.0,130.0
8459555,Petri Varis,F,24.0,Finland,46.0,14.0,35.0,49.0,1993.0,132.0
8459558,Alain Nasreddine,D,18.0,QMJHL,64.0,0.0,14.0,14.0,1993.0,135.0
8459562,Per Svartvadet,F,18.0,Swe-Jr.,14.0,5.0,10.0,15.0,1993.0,139.0
8459562,Per Svartvadet,F,18.0,EJC-A,6.0,2.0,6.0,8.0,1993.0,139.0
8459562,Per Svartvadet,F,18.0,Sweden,2.0,0.0,0.0,0.0,1993.0,139.0
8459568,Michal Grosek,F,18.0,CzRep,17.0,1.0,3.0,4.0,1993.0,145.0
8459569,Jere Karalahti,D,18.0,Fin-U18,7.0,3.0,1.0,4.0,1993.0,146.0
8459569,Jere Karalahti,D,18.0,Fin-Jr.,30.0,2.0,13.0,15.0,1993.0,146.0
8459569,Jere Karalahti,D,18.0,EJC-A,6.0,2.0,2.0,4.0,1993.0,146.0
8459570,Frank Banham,F,18.0,WHL,71.0,29.0,33.0,62.0,1993.0,147.0
8459571,Andreas Karlsson,F,18.0,Sweden,13.0,0.0,0.0,0.0,1993.0,148.0
8459571,Andreas Karlsson,F,18.0,EJC-A,4.0,1.0,3.0,4.0,1993.0,148.0
8459592,Nikolai Zavarukhin,F,18.0,CIS,37.0,2.0,4.0,6.0,1993.0,169.0
8459249,Darren Van Impe,D,20.0,WHL,54.0,23.0,47.0,70.0,1993.0,170.0
8459602,David Ling,F,18.0,OHL,64.0,17.0,46.0,63.0,1993.0,179.0
8459614,Paul Healey,F,18.0,WHL,72.0,12.0,20.0,32.0,1993.0,192.0
8459623,Sean Tallaire,F,19.0,CCHA,43.0,26.0,26.0,52.0,1993.0,202.0
8459624,Alan Letang,D,18.0,OHL,66.0,1.0,25.0,26.0,1993.0,203.0
8459625,Viteslav Skuta,D,19.0,CzRep,34.0,1.0,2.0,3.0,1993.0,204.0
8459665,Libor Prochazka,D,19.0,CzRep,34.0,2.0,2.0,4.0,1993.0,245.0
8460747,Per Gustafsson,D,24.0,Sweden,34.0,9.0,7.0,16.0,1994.0,261.0
8460755,Jan Lipiansky,F,20.0,Slovakia,32.0,11.0,5.0,16.0,1994.0,270.0
8460755,Jan Lipiansky,F,20.0,WJC-C,4.0,6.0,2.0,8.0,1994.0,270.0
8460757,Dick Tarnstrom,D,19.0,Sweden-2,33.0,1.0,4.0,5.0,1994.0,272.0
8460757,Dick Tarnstrom,D,19.0,WJC-A,7.0,5.0,0.0,5.0,1994.0,272.0
8460765,Andrei Yakhanov,D,21.0,CIS,44.0,1.0,3.0,4.0,1994.0,281.0
8460767,Toivo Suursoo,F,18.0,CIS,33.0,3.0,0.0,3.0,1994.0,283.0
8460501,Jeff Friesen,F,18.0,WHL,66.0,51.0,67.0,118.0,1994.0,11.0
8460501,Jeff Friesen,F,18.0,WJC-A,5.0,0.0,2.0,2.0,1994.0,11.0
8460518,Johan Davidsson,F,18.0,Swe-Jr.,5.0,2.0,3.0,5.0,1994.0,28.0
8460518,Johan Davidsson,F,18.0,Sweden,38.0,2.0,5.0,7.0,1994.0,28.0
8460518,Johan Davidsson,F,18.0,EJC-A,5.0,5.0,7.0,12.0,1994.0,28.0
8460518,Johan Davidsson,F,18.0,WJC-A,6.0,1.0,4.0,5.0,1994.0,28.0
8460526,Josef Marha,F,18.0,CzRep,41.0,7.0,2.0,9.0,1994.0,35.0
8460526,Josef Marha,F,18.0,WJC-A,5.0,4.0,0.0,4.0,1994.0,35.0
8460526,Josef Marha,F,18.0,EJC-A,5.0,4.0,5.0,9.0,1994.0,35.0
8460528,Angel Nikolov,D,18.0,CzRep,10.0,2.0,2.0,4.0,1994.0,37.0
8460529,Jason Holland,D,18.0,WHL,59.0,14.0,15.0,29.0,1994.0,38.0
8460529,Jason Holland,D,18.0,M-Cup,4.0,0.0,2.0,2.0,1994.0,38.0
8460534,Curtis Brown,F,18.0,WHL,72.0,27.0,38.0,65.0,1994.0,43.0
8460537,Lee Jinman,F,18.0,OHL,66.0,31.0,66.0,97.0,1994.0,46.0
8460541,Richard Park,F,18.0,OHL,59.0,27.0,49.0,76.0,1994.0,50.0
8460541,Richard Park,F,18.0,WJC-A,7.0,3.0,2.0,5.0,1994.0,50.0
8460548,Sven Butenschon,D,18.0,WHL,70.0,3.0,19.0,22.0,1994.0,57.0
8460551,Vitali Yachmenev,F,19.0,OHL,66.0,61.0,52.0,113.0,1994.0,59.0
8460551,Vitali Yachmenev,F,19.0,M-Cup,3.0,1.0,3.0,4.0,1994.0,59.0
8460554,Artem Anisimov,D,18.0,CIS,38.0,0.0,1.0,1.0,1994.0,62.0
8460555,Jason Strudwick,D,19.0,WHL,61.0,6.0,8.0,14.0,1994.0,63.0
8460555,Jason Strudwick,D,19.0,M-Cup,4.0,0.0,0.0,0.0,1994.0,63.0
8460559,Stephane Roy,F,18.0,QMJHL,72.0,25.0,28.0,53.0,1994.0,68.0
8460566,Alexei Krivchenkov,D,20.0,CIS-2,37.0,1.0,3.0,4.0,1994.0,76.0
8460566,Alexei Krivchenkov,D,20.0,CIS,4.0,0.0,0.0,0.0,1994.0,76.0
8460573,Hnat Domenichelli,F,18.0,WHL,69.0,27.0,40.0,67.0,1994.0,83.0
8460573,Hnat Domenichelli,F,18.0,M-Cup,4.0,2.0,2.0,4.0,1994.0,83.0
8460574,David Nemirovsky,F,18.0,OHL,64.0,21.0,31.0,52.0,1994.0,84.0
8460579,Vaclav Varada,F,18.0,CzRep,24.0,6.0,7.0,13.0,1994.0,89.0
8460579,Vaclav Varada,F,18.0,EJC-A,5.0,3.0,3.0,6.0,1994.0,89.0
8460584,Jussi Tarvainen,F,18.0,Fin-Jr.,16.0,9.0,14.0,23.0,1994.0,95.0
8460584,Jussi Tarvainen,F,18.0,Finland-2,1.0,0.0,0.0,0.0,1994.0,95.0
