PID,Name,Pos,Age,League,GP,G,A,P,Year,Overall
8471704,Vladimir Mihalik,D,18.0,Slovak-2,32.0,3.0,1.0,4.0,2005.0,30.0
8471705,Brendan Mikkelson,D,18.0,WHL,70.0,5.0,10.0,15.0,2005.0,31.0
8471705,Brendan Mikkelson,D,18.0,WJ18-A,6.0,0.0,2.0,2.0,2005.0,31.0
8471707,James Neal,F,18.0,OHL,67.0,18.0,26.0,44.0,2005.0,33.0
8471707,James Neal,F,18.0,WJ18-A,6.0,1.0,1.0,2.0,2005.0,33.0
8471709,Marc-Edouard Vlasic,D,18.0,QMJHL,70.0,5.0,25.0,30.0,2005.0,35.0
8471711,Scott Jackson,D,18.0,WHL,72.0,6.0,16.0,22.0,2005.0,37.0
8471713,Petr Kalus,F,18.0,CzRep-Jr.,39.0,20.0,11.0,31.0,2005.0,39.0
8471713,Petr Kalus,F,18.0,CzRep,1.0,0.0,0.0,0.0,2005.0,39.0
8471713,Petr Kalus,F,18.0,WJ18-A,7.0,0.0,3.0,3.0,2005.0,39.0
8471714,Michael Sauer,D,18.0,WHL,32.0,2.0,11.0,13.0,2005.0,40.0
8471716,Justin Abdelkader,F,18.0,USHL,60.0,27.0,25.0,52.0,2005.0,42.0
8471663,Mike Blunden,F,18.0,OHL,61.0,22.0,19.0,41.0,2005.0,43.0
8471669,Paul Stastny,F,19.0,NCAA,42.0,17.0,28.0,45.0,2005.0,44.0
8471670,Guillaume Latendresse,F,18.0,QMJHL,65.0,29.0,49.0,78.0,2005.0,45.0
8471670,Guillaume Latendresse,F,18.0,WJ18-A,6.0,2.0,3.0,5.0,2005.0,45.0
8471671,Dustin Kohn,D,18.0,WHL,71.0,8.0,35.0,43.0,2005.0,46.0
8471672,Tom Fritsche,F,18.0,CCHA,42.0,11.0,34.0,45.0,2005.0,47.0
8471673,Philip Gogulla,F,18.0,German-2,3.0,0.0,0.0,0.0,2005.0,48.0
8471673,Philip Gogulla,F,18.0,Ger-Jr.,7.0,4.0,5.0,9.0,2005.0,48.0
8471673,Philip Gogulla,F,18.0,Germany,47.0,1.0,1.0,2.0,2005.0,48.0
8471674,Chad Denny,D,18.0,QMJHL,53.0,8.0,18.0,26.0,2005.0,49.0
8471664,Mason Raymond,F,19.0,AJHL,55.0,41.0,41.0,82.0,2005.0,51.0
8471665,Chris Durand,F,18.0,WHL,66.0,19.0,34.0,53.0,2005.0,52.0
8471667,Dan Bertram,F,18.0,NCAA,39.0,9.0,8.0,17.0,2005.0,54.0
8471667,Dan Bertram,F,18.0,WJ18-A,6.0,4.0,0.0,4.0,2005.0,54.0
8471717,Adam Mcquaid,D,18.0,OHL,66.0,3.0,16.0,19.0,2005.0,55.0
8471718,Marc-Andre Cliche,F,18.0,QMJHL,19.0,4.0,4.0,8.0,2005.0,56.0
8471719,Matt Kassian,F,18.0,WHL,41.0,0.0,3.0,3.0,2005.0,57.0
8471719,Matt Kassian,F,18.0,WHL,28.0,3.0,0.0,3.0,2005.0,57.0
8471722,T.j. Fast,D,18.0,AJHL,58.0,8.0,28.0,36.0,2005.0,60.0
8471726,Joe Barnes,F,19.0,WHL,72.0,30.0,32.0,62.0,2005.0,64.0
8471728,Brodie Dupont,F,18.0,WHL,70.0,14.0,11.0,25.0,2005.0,66.0
8471729,Kris Russell,D,18.0,WHL,72.0,26.0,35.0,61.0,2005.0,67.0
8471730,Evan Brophey,F,18.0,OHL,10.0,3.0,7.0,10.0,2005.0,68.0
8471730,Evan Brophey,F,18.0,OHL,53.0,25.0,36.0,61.0,2005.0,68.0
8471731,Gord Baldwin,D,18.0,WHL,66.0,3.0,8.0,11.0,2005.0,69.0
8471732,Vitaly Anikeyenko,D,18.0,Russia-3,58.0,3.0,11.0,14.0,2005.0,70.0
8471733,Rich Clune,F,18.0,OHL,68.0,21.0,13.0,34.0,2005.0,71.0
8471733,Rich Clune,F,18.0,WJ18-A,6.0,2.0,2.0,4.0,2005.0,71.0
8471736,Radek Smolenak,F,18.0,OHL,67.0,32.0,28.0,60.0,2005.0,73.0
8471737,Dan Ryder,F,18.0,OHL,68.0,29.0,53.0,82.0,2005.0,74.0
8471738,Perttu Lindgren,F,18.0,Fin-Jr.,38.0,12.0,29.0,41.0,2005.0,75.0
8471738,Perttu Lindgren,F,18.0,Finland,2.0,0.0,0.0,0.0,2005.0,75.0
8471738,Perttu Lindgren,F,18.0,WJ18-A,6.0,2.0,0.0,2.0,2005.0,75.0
8471739,Shea Guthrie,F,18.0,HS,25.0,31.0,26.0,57.0,2005.0,76.0
8471740,Dalyn Flatt,D,18.0,WHL,72.0,1.0,18.0,19.0,2005.0,77.0
8471741,Teemu Laakso,D,18.0,Fin-Jr.,20.0,5.0,4.0,9.0,2005.0,78.0
8471741,Teemu Laakso,D,18.0,Finland,15.0,0.0,2.0,2.0,2005.0,78.0
8471741,Teemu Laakso,D,18.0,WJC-A,5.0,0.0,1.0,1.0,2005.0,78.0
8471741,Teemu Laakso,D,18.0,WJ18-A,6.0,0.0,0.0,0.0,2005.0,78.0
8471742,Cody Franson,D,18.0,WHL,64.0,2.0,11.0,13.0,2005.0,79.0
8471744,Christofer Lofberg,F,18.0,Swe-Jr.,30.0,21.0,13.0,34.0,2005.0,80.0
8471744,Christofer Lofberg,F,18.0,Sweden,1.0,0.0,0.0,0.0,2005.0,80.0
8470996,Danny Syvret,D,20.0,OHL,62.0,23.0,46.0,69.0,2005.0,81.0
8471746,Phil Oreskovic,D,18.0,OHL,61.0,1.0,6.0,7.0,2005.0,82.0
8471747,Mikko Lehtonen,F,18.0,Fin-U18,2.0,0.0,2.0,2.0,2005.0,83.0
8471747,Mikko Lehtonen,F,18.0,Fin-Jr.,37.0,6.0,9.0,15.0,2005.0,83.0
8471747,Mikko Lehtonen,F,18.0,Finland,1.0,0.0,0.0,0.0,2005.0,83.0
8471747,Mikko Lehtonen,F,18.0,WJ18-A,6.0,2.0,3.0,5.0,2005.0,83.0
8471748,Mark Fraser,D,18.0,OHL,58.0,0.0,8.0,8.0,2005.0,84.0
8471752,Marc-Andre Gragnani,D,18.0,QMJHL,68.0,10.0,29.0,39.0,2005.0,87.0
8471752,Marc-Andre Gragnani,D,18.0,WJ18-A,6.0,0.0,3.0,3.0,2005.0,87.0
8471753,T.j. Hensick,F,19.0,CCHA,39.0,23.0,32.0,55.0,2005.0,88.0
8471755,Dan Collins,F,18.0,OHL,68.0,25.0,21.0,46.0,2005.0,90.0
8471755,Dan Collins,F,18.0,WJ18-A,6.0,2.0,1.0,3.0,2005.0,90.0
8471756,Oskars Bartulis,D,18.0,QMJHL,62.0,5.0,19.0,24.0,2005.0,91.0
8471757,Marek Bartanus,F,18.0,Slovakia,24.0,2.0,1.0,3.0,2005.0,92.0
8471757,Marek Bartanus,F,18.0,Slovak-2,1.0,0.0,0.0,0.0,2005.0,92.0
8471757,Marek Bartanus,F,18.0,Slovak-Jr.,34.0,14.0,14.0,28.0,2005.0,92.0
8471758,Olivier Legault,F,18.0,QMJHL,55.0,1.0,3.0,4.0,2005.0,93.0
8471759,Jakub Vojta,D,18.0,CzRep-Jr.,38.0,2.0,7.0,9.0,2005.0,94.0
8471759,Jakub Vojta,D,18.0,WJ18-A,7.0,1.0,0.0,1.0,2005.0,94.0
8471761,Chris Butler,D,18.0,USHL,60.0,6.0,22.0,28.0,2005.0,96.0
8471763,Ilya Zubov,F,18.0,Russia-2,40.0,9.0,8.0,17.0,2005.0,98.0
8471763,Ilya Zubov,F,18.0,Russia-3,1.0,0.0,0.0,0.0,2005.0,98.0
8471764,Patrick Davis,F,18.0,OHL,59.0,20.0,30.0,50.0,2005.0,99.0
8471765,Jonathan Sigalet,D,19.0,CCHA,35.0,3.0,13.0,16.0,2005.0,100.0
8471766,Jared Boll,F,19.0,USHL,59.0,23.0,24.0,47.0,2005.0,101.0
8471767,Blair Jones,F,18.0,WHL,39.0,7.0,18.0,25.0,2005.0,102.0
8471767,Blair Jones,F,18.0,WHL,29.0,7.0,18.0,25.0,2005.0,102.0
8471668,Mattias Ritola,F,18.0,Swe-Jr.,9.0,2.0,6.0,8.0,2005.0,103.0
8471668,Mattias Ritola,F,18.0,Swe-Jr.,18.0,8.0,10.0,18.0,2005.0,103.0
8471743,Vladimir Sobotka,F,18.0,CzRep-Jr.,27.0,12.0,21.0,33.0,2005.0,106.0
8471743,Vladimir Sobotka,F,18.0,CzRep,18.0,0.0,1.0,1.0,2005.0,106.0
8471743,Vladimir Sobotka,F,18.0,CzRep-3,7.0,3.0,0.0,3.0,2005.0,106.0
8471743,Vladimir Sobotka,F,18.0,WJ18-A,7.0,1.0,0.0,1.0,2005.0,106.0
8471768,Tom Pyatt,F,18.0,OHL,57.0,18.0,30.0,48.0,2005.0,107.0
8471768,Tom Pyatt,F,18.0,WJ18-A,6.0,2.0,3.0,5.0,2005.0,107.0
8471769,Niklas Hjalmarsson,D,18.0,Swe-U18,3.0,0.0,2.0,2.0,2005.0,108.0
8471769,Niklas Hjalmarsson,D,18.0,Swe-Jr.,31.0,4.0,11.0,15.0,2005.0,108.0
8471769,Niklas Hjalmarsson,D,18.0,Sweden,14.0,0.0,0.0,0.0,2005.0,108.0
8471771,Andrew Thomas,D,19.0,NCAA,42.0,2.0,5.0,7.0,2005.0,109.0
8471772,Kyle Bailey,F,18.0,WHL,67.0,11.0,22.0,33.0,2005.0,110.0
8471773,J.d. Watt,F,18.0,WHL,66.0,6.0,7.0,13.0,2005.0,111.0
8471777,Janne Kolehmainen,F,19.0,Fin-Jr.,13.0,2.0,4.0,6.0,2005.0,115.0
8471777,Janne Kolehmainen,F,19.0,Finland,29.0,1.0,1.0,2.0,2005.0,115.0
8471777,Janne Kolehmainen,F,19.0,WJC-A,6.0,1.0,0.0,1.0,2005.0,115.0
8471780,Patrick Mcneill,D,18.0,OHL,66.0,7.0,26.0,33.0,2005.0,118.0
8471782,Viacheslav Trukhno,F,18.0,QMJHL,64.0,25.0,34.0,59.0,2005.0,120.0
8471783,Juraj Mikus,F,18.0,Svk-U18,3.0,1.0,7.0,8.0,2005.0,121.0
8471783,Juraj Mikus,F,18.0,Slovak-Jr.,30.0,17.0,18.0,35.0,2005.0,121.0
8471783,Juraj Mikus,F,18.0,Slovakia,46.0,6.0,6.0,12.0,2005.0,121.0
8471783,Juraj Mikus,F,18.0,WJ18-A,6.0,0.0,7.0,7.0,2005.0,121.0
8471784,Morten Madsen,F,18.0,Swe-U18,2.0,1.0,2.0,3.0,2005.0,122.0
8471784,Morten Madsen,F,18.0,Swe-Jr.,32.0,7.0,14.0,21.0,2005.0,122.0
8471785,Ondrej Otcenas,F,18.0,Svk-U18,7.0,6.0,4.0,10.0,2005.0,123.0
8471785,Ondrej Otcenas,F,18.0,Slovak-Jr.,45.0,11.0,22.0,33.0,2005.0,123.0
8471786,Ray Macias,D,18.0,WHL,69.0,12.0,35.0,47.0,2005.0,124.0
8471787,Tommi Leinonen,D,18.0,Fin-U18,1.0,0.0,0.0,0.0,2005.0,125.0
8471787,Tommi Leinonen,D,18.0,Fin-Jr.,36.0,9.0,11.0,20.0,2005.0,125.0
8471787,Tommi Leinonen,D,18.0,WJ18-A,6.0,0.0,0.0,0.0,2005.0,125.0
8471788,Tim Crowder,F,18.0,BCHL,56.0,23.0,27.0,50.0,2005.0,126.0
8471789,Bobby Bolt,F,18.0,OHL,67.0,11.0,14.0,25.0,2005.0,127.0
8471792,Mathieu Aubin,F,18.0,QMJHL,49.0,19.0,26.0,45.0,2005.0,130.0
8471794,Darren Helm,F,18.0,WHL,72.0,10.0,14.0,24.0,2005.0,132.0
8471795,Stanislav Lascek,F,19.0,QMJHL,53.0,18.0,72.0,90.0,2005.0,133.0
8471797,Tomas Pospisil,F,18.0,CzRep,14.0,0.0,0.0,0.0,2005.0,135.0
8471797,Tomas Pospisil,F,18.0,CzRep-Jr.,38.0,19.0,18.0,37.0,2005.0,135.0
8471797,Tomas Pospisil,F,18.0,WJ18-A,7.0,0.0,2.0,2.0,2005.0,135.0
8471798,Tomas Kudelka,D,18.0,CzRep-Jr.,38.0,9.0,8.0,17.0,2005.0,136.0
8471798,Tomas Kudelka,D,18.0,CzRep,4.0,0.0,0.0,0.0,2005.0,136.0
8471798,Tomas Kudelka,D,18.0,WJ18-A,7.0,0.0,4.0,4.0,2005.0,136.0
8471799,Johan Ryno,F,19.0,Sweden-2,2.0,0.0,0.0,0.0,2005.0,137.0
8471799,Johan Ryno,F,19.0,Swe-Jr.,29.0,20.0,18.0,38.0,2005.0,137.0
8471801,Patrik Hersley,D,19.0,Swe-Jr.,31.0,8.0,14.0,22.0,2005.0,139.0
8471801,Patrik Hersley,D,19.0,Sweden,8.0,0.0,1.0,1.0,2005.0,139.0
8471801,Patrik Hersley,D,19.0,Sweden-Q,6.0,0.0,0.0,0.0,2005.0,139.0
8471803,Brian Salcido,D,20.0,NCAA,38.0,7.0,23.0,30.0,2005.0,141.0
8471806,Timothy Kunes,D,18.0,EJHL,50.0,12.0,28.0,40.0,2005.0,145.0
8471807,Tom Wandell,F,18.0,Swe-Jr.,5.0,1.0,2.0,3.0,2005.0,146.0
8471808,Trevor Koverko,D,18.0,OHL,66.0,1.0,12.0,13.0,2005.0,147.0
8471809,Anton Krysanov,F,18.0,Russia-3,34.0,13.0,13.0,26.0,2005.0,148.0
8471809,Anton Krysanov,F,18.0,Russia,15.0,1.0,0.0,1.0,2005.0,148.0
8471810,Derek Joslin,D,18.0,OHL,68.0,6.0,24.0,30.0,2005.0,149.0
8471811,Cal O'Reilly,F,18.0,OHL,68.0,24.0,50.0,74.0,2005.0,150.0
8471812,Jeff May,D,18.0,WHL,67.0,3.0,19.0,22.0,2005.0,151.0
8471813,Josh Beaulieu,F,18.0,OHL,65.0,9.0,13.0,22.0,2005.0,152.0
8471814,Alex Berry,F,19.0,EJHL,53.0,17.0,25.0,42.0,2005.0,153.0
8471815,Wacey Rabbit,F,18.0,WHL,70.0,22.0,45.0,67.0,2005.0,154.0
8471817,Ryan Reaves,F,18.0,WHL,64.0,7.0,9.0,16.0,2005.0,156.0
8471818,Fredrik Pettersson,F,18.0,Swe-U18,2.0,1.0,2.0,3.0,2005.0,157.0
8471818,Fredrik Pettersson,F,18.0,Swe-Jr.,24.0,9.0,8.0,17.0,2005.0,157.0
8471820,Risto Korhonen,D,18.0,Fin-Jr.,36.0,5.0,12.0,17.0,2005.0,159.0
8471820,Risto Korhonen,D,18.0,WJC-A,6.0,0.0,1.0,1.0,2005.0,159.0
8471821,Matt Watkins,F,18.0,BCHL,60.0,36.0,38.0,74.0,2005.0,160.0
8471823,Paul Fenton,F,20.0,NCAA,36.0,12.0,12.0,24.0,2005.0,162.0
8471824,Marek Kvapil,F,20.0,CzRep-Jr.,8.0,6.0,4.0,10.0,2005.0,163.0
8471824,Marek Kvapil,F,20.0,OHL,53.0,25.0,37.0,62.0,2005.0,163.0
8471825,Roman Derlyuk,D,18.0,Russia-2,51.0,0.0,3.0,3.0,2005.0,164.0
8471827,Jason Lynch,D,18.0,WHL,67.0,1.0,4.0,5.0,2005.0,166.0
8471830,Mike Gauthier,D,18.0,WHL,40.0,2.0,1.0,3.0,2005.0,169.0
8471831,Sean Zimmerman,D,18.0,WHL,71.0,2.0,14.0,16.0,2005.0,170.0
8471832,Nick Drazenovic,F,18.0,WHL,72.0,18.0,38.0,56.0,2005.0,171.0
8471833,Lukas Vantuch,F,18.0,CzRep-Jr.,45.0,16.0,20.0,36.0,2005.0,172.0
8471835,John Flatters,D,18.0,WHL,53.0,0.0,2.0,2.0,2005.0,174.0
8471836,Juho Mielonen,D,18.0,Fin-U18,1.0,1.0,0.0,1.0,2005.0,175.0
8471836,Juho Mielonen,D,18.0,Fin-Jr.,37.0,2.0,9.0,11.0,2005.0,175.0
8471836,Juho Mielonen,D,18.0,WJ18-A,6.0,1.0,1.0,2.0,2005.0,175.0
8471837,Ryan Maki,F,20.0,NCAA,30.0,10.0,9.0,19.0,2005.0,176.0
8471838,Derek Reinhart,D,18.0,WHL,67.0,2.0,9.0,11.0,2005.0,177.0
8471840,Brett Sutter,F,18.0,WHL,70.0,8.0,11.0,19.0,2005.0,179.0
8471841,Tyrell Mason,D,19.0,BCHL,51.0,6.0,36.0,42.0,2005.0,180.0
8471842,Tim Kennedy,F,19.0,USHL,54.0,30.0,31.0,61.0,2005.0,181.0
8471844,Ryan Mcginnis,D,18.0,OHL,66.0,0.0,6.0,6.0,2005.0,184.0
8471846,Kris Fredheim,D,18.0,SJHL,50.0,2.0,15.0,17.0,2005.0,185.0
8471847,Dimitri Megalinsky,D,20.0,Russia,1.0,0.0,0.0,0.0,2005.0,186.0
8471847,Dimitri Megalinsky,D,20.0,Russia-3,30.0,6.0,12.0,18.0,2005.0,186.0
8471848,Andrey Zubarev,D,18.0,Russia-3,28.0,2.0,4.0,6.0,2005.0,187.0
8471848,Andrey Zubarev,D,18.0,Russia,5.0,0.0,0.0,0.0,2005.0,187.0
8471848,Andrey Zubarev,D,18.0,WJ18-A,6.0,1.0,1.0,2.0,2005.0,187.0
8471849,Joe Charlebois,D,19.0,USHL,59.0,1.0,24.0,25.0,2005.0,188.0
8471850,Kirill Starkov,F,18.0,Swe-U18,1.0,0.0,0.0,0.0,2005.0,189.0
8471850,Kirill Starkov,F,18.0,Swe-Jr.,34.0,18.0,12.0,30.0,2005.0,189.0
8471851,Matt D'Agostini,F,18.0,OHL,59.0,24.0,22.0,46.0,2005.0,190.0
8471852,Vjateslav Buravchikov,D,18.0,Russia-3,15.0,5.0,6.0,11.0,2005.0,191.0
8471852,Vjateslav Buravchikov,D,18.0,Russia-2,26.0,4.0,1.0,5.0,2005.0,191.0
8471853,Nicolas Blanchard,F,18.0,QMJHL,69.0,13.0,26.0,39.0,2005.0,192.0
8471855,Jean-Philippe Paquet,D,18.0,QMJHL,70.0,5.0,20.0,25.0,2005.0,194.0
8471855,Jean-Philippe Paquet,D,18.0,WJ18-A,6.0,0.0,0.0,0.0,2005.0,194.0
8471857,Nicholas Tuzzolino,D,19.0,OHL,67.0,2.0,20.0,22.0,2005.0,196.0
8471859,Sergei Kostitsyn,F,18.0,BelOpen,40.0,4.0,10.0,14.0,2005.0,200.0
8471860,David Kuchejda,F,18.0,CzRep-2,1.0,0.0,0.0,0.0,2005.0,202.0
8471860,David Kuchejda,F,18.0,CzRep-Jr.,42.0,12.0,28.0,40.0,2005.0,202.0
8471861,Adam Hobson,F,18.0,WHL,72.0,10.0,27.0,37.0,2005.0,203.0
8471861,Adam Hobson,F,18.0,WJ18-A,6.0,1.0,2.0,3.0,2005.0,203.0
8471862,Colin Greening,F,19.0,HS,35.0,24.0,22.0,46.0,2005.0,204.0
8471863,Mario Bliznak,F,18.0,Svk-U18,14.0,5.0,8.0,13.0,2005.0,205.0
8471863,Mario Bliznak,F,18.0,Slovak-Jr.,36.0,22.0,17.0,39.0,2005.0,205.0
8471863,Mario Bliznak,F,18.0,Slovakia,19.0,0.0,0.0,0.0,2005.0,205.0
8471864,Josh Meyers,D,19.0,USHL,57.0,8.0,24.0,32.0,2005.0,206.0
8471865,Myles Stoesz,F,18.0,WHL,67.0,1.0,8.0,9.0,2005.0,207.0
8471866,Matt Generous,D,20.0,EJHL,49.0,8.0,16.0,24.0,2005.0,208.0
8471867,Luciano Aquino,F,20.0,OHL,65.0,25.0,46.0,71.0,2005.0,210.0
8471868,Ryan Russell,F,18.0,WHL,66.0,32.0,21.0,53.0,2005.0,211.0
8471871,Bretton Stamler,D,18.0,WHL,72.0,4.0,9.0,13.0,2005.0,214.0
8471872,Matt Clackson,F,20.0,USHL,56.0,10.0,15.0,25.0,2005.0,215.0
8471873,Anton Stralman,D,19.0,Sweden-2,50.0,10.0,11.0,21.0,2005.0,216.0
8471874,Brock Bradford,F,18.0,USHL,60.0,24.0,33.0,57.0,2005.0,217.0
8471875,Alexander Sundstrom,F,18.0,Sweden-2,9.0,0.0,0.0,0.0,2005.0,218.0
8471876,Nikolai Lemtyugov,F,19.0,Russia,11.0,1.0,1.0,2.0,2005.0,219.0
8471878,Myles Rumsey,D,18.0,WHL,57.0,2.0,4.0,6.0,2005.0,221.0
8471879,Kyle Cumiskey,D,18.0,WHL,72.0,4.0,36.0,40.0,2005.0,222.0
8471881,Zach Bearson,F,18.0,USHL,51.0,18.0,18.0,36.0,2005.0,224.0
8471883,John Seymour,F,18.0,OHL,63.0,1.0,4.0,5.0,2005.0,226.0
8471885,Chad Rau,F,18.0,USHL,57.0,31.0,40.0,71.0,2005.0,228.0
8471885,Chad Rau,F,18.0,WJ18-A,6.0,1.0,0.0,1.0,2005.0,228.0
8471886,Phillipe Paquet,D,18.0,HS,26.0,1.0,4.0,5.0,2005.0,229.0
8471887,Patric Hornqvist,F,18.0,Sweden-3,28.0,12.0,12.0,24.0,2005.0,230.0
8471887,Patric Hornqvist,F,18.0,Swe-Jr.,5.0,3.0,0.0,3.0,2005.0,230.0
8473533,Jordan Staal,F,18.0,OHL,68.0,28.0,40.0,68.0,2006.0,2.0
8473563,Nicklas Backstrom,F,18.0,Sweden,46.0,10.0,16.0,26.0,2006.0,4.0
8473563,Nicklas Backstrom,F,18.0,WC-A,4.0,0.0,0.0,0.0,2006.0,4.0
8473544,Derick Brassard,F,18.0,QMJHL,58.0,44.0,72.0,116.0,2006.0,6.0
8473449,Kyle Okposo,F,18.0,USHL,50.0,27.0,31.0,58.0,2006.0,7.0
8473526,Peter Mueller,F,18.0,WHL,52.0,26.0,32.0,58.0,2006.0,8.0
8473536,James Sheppard,F,18.0,QMJHL,66.0,30.0,54.0,84.0,2006.0,9.0
8473564,Michael Frolik,F,18.0,CzRep-Jr.,3.0,1.0,2.0,3.0,2006.0,10.0
8473564,Michael Frolik,F,18.0,CzRep,48.0,2.0,7.0,9.0,2006.0,10.0
8473412,Bryan Little,F,18.0,OHL,64.0,42.0,67.0,109.0,2006.0,12.0
8473482,Jiri Tlusty,F,18.0,CzRep-Jr.,6.0,4.0,2.0,6.0,2006.0,13.0
8473482,Jiri Tlusty,F,18.0,CzRep,44.0,7.0,3.0,10.0,2006.0,13.0
8473546,Michael Grabner,F,18.0,WHL,67.0,36.0,14.0,50.0,2006.0,14.0
8473501,Ty Wishart,D,18.0,WHL,70.0,5.0,32.0,37.0,2006.0,16.0
8473501,Ty Wishart,D,18.0,WJ18-A,7.0,0.0,0.0,0.0,2006.0,16.0
8473453,Trevor Lewis,F,19.0,USHL,56.0,35.0,40.0,75.0,2006.0,17.0
8473485,Chris Stewart,F,18.0,OHL,62.0,37.0,50.0,87.0,2006.0,18.0
8473596,David Fischer,D,18.0,HS,28.0,8.0,31.0,39.0,2006.0,20.0
8473610,Bobby Sanguinetti,D,18.0,OHL,68.0,14.0,51.0,65.0,2006.0,21.0
8473512,Claude Giroux,F,18.0,QMJHL,69.0,39.0,64.0,103.0,2006.0,22.0
8473497,Dennis Persson,D,18.0,Swe-Jr.,28.0,11.0,15.0,26.0,2006.0,24.0
8473497,Dennis Persson,D,18.0,Sweden-2,19.0,0.0,2.0,2.0,2006.0,24.0
8473534,Patrik Berglund,F,18.0,Swe-Jr.,27.0,17.0,12.0,29.0,2006.0,25.0
8473534,Patrik Berglund,F,18.0,Sweden-2,21.0,3.0,1.0,4.0,2006.0,25.0
8473582,Ivan Vishnevskiy,D,18.0,QMJHL,54.0,13.0,35.0,48.0,2006.0,27.0
8473422,Nick Foligno,F,18.0,OHL,65.0,24.0,46.0,70.0,2006.0,28.0
8473491,Tomas Kana,F,18.0,CzRep-Jr.,5.0,4.0,3.0,7.0,2006.0,31.0
8473464,Igor Makarov,F,18.0,Russia-2,35.0,9.0,7.0,16.0,2006.0,33.0
8473447,Francois Bouchard,F,18.0,QMJHL,69.0,33.0,69.0,102.0,2006.0,35.0
8473447,Francois Bouchard,F,18.0,WJ18-A,7.0,3.0,5.0,8.0,2006.0,35.0
8473465,Jamie Mcginn,F,18.0,OHL,65.0,26.0,31.0,57.0,2006.0,36.0
8473465,Jamie Mcginn,F,18.0,WJ18-A,7.0,2.0,1.0,3.0,2006.0,36.0
8473556,Yury Alexandrov,D,18.0,Russia,37.0,1.0,0.0,1.0,2006.0,37.0
8473425,Bryce Swan,F,18.0,QMJHL,34.0,14.0,11.0,25.0,2006.0,38.0
8473568,Andreas Nodl,F,19.0,USHL,58.0,29.0,30.0,59.0,2006.0,39.0
8473522,Ondrej Fiala,F,18.0,WHL,51.0,21.0,14.0,35.0,2006.0,40.0
8473558,Cory Emmerton,F,18.0,OHL,66.0,26.0,64.0,90.0,2006.0,41.0
8473558,Cory Emmerton,F,18.0,WJ18-A,7.0,1.0,1.0,2.0,2006.0,41.0
8473417,Riley Holzapfel,F,18.0,WHL,64.0,19.0,38.0,57.0,2006.0,43.0
8473579,Nikolay Kulemin,F,20.0,Russia-3,4.0,3.0,1.0,4.0,2006.0,44.0
8473507,Jeff Petry,D,18.0,MWEHL,33.0,7.0,21.0,28.0,2006.0,45.0
8473507,Jeff Petry,D,18.0,USHL,48.0,1.0,14.0,15.0,2006.0,45.0
8473574,Shawn Matthias,F,18.0,OHL,67.0,13.0,21.0,34.0,2006.0,47.0
8473574,Shawn Matthias,F,18.0,WJ18-A,7.0,1.0,0.0,1.0,2006.0,47.0
8473476,Joe Ryan,D,18.0,QMJHL,61.0,6.0,18.0,24.0,2006.0,48.0
8473493,Ben Maxwell,F,18.0,WHL,69.0,28.0,32.0,60.0,2006.0,49.0
8473493,Ben Maxwell,F,18.0,WJ18-A,7.0,2.0,5.0,7.0,2006.0,49.0
8473473,Milan Lucic,F,18.0,WHL,62.0,9.0,10.0,19.0,2006.0,50.0
8473438,Mathieu Carle,D,18.0,QMJHL,67.0,18.0,51.0,69.0,2006.0,53.0
8473573,Artem Anisimov,F,18.0,Russia-3,32.0,15.0,12.0,27.0,2006.0,54.0
8473495,Denis Bodrov,D,20.0,Russia,35.0,2.0,2.0,4.0,2006.0,55.0
8473426,Mike Weber,D,18.0,OHL,68.0,5.0,21.0,26.0,2006.0,57.0
8473605,Alexander Vasyunov,F,18.0,Russia-3,29.0,29.0,6.0,35.0,2006.0,58.0
8473605,Alexander Vasyunov,F,18.0,Russia,2.0,0.0,0.0,0.0,2006.0,58.0
8473467,Codey Burki,F,18.0,WHL,70.0,27.0,34.0,61.0,2006.0,59.0
8473514,Jesse Joensuu,F,18.0,Finland-2,2.0,1.0,0.0,1.0,2006.0,60.0
8473478,Dick Axelsson,F,19.0,Swe-Jr.,28.0,19.0,15.0,34.0,2006.0,62.0
8473478,Dick Axelsson,F,19.0,Sweden-3,31.0,23.0,6.0,29.0,2006.0,62.0
8473571,Jamie Mcbain,D,18.0,U-18,41.0,9.0,16.0,25.0,2006.0,63.0
8473571,Jamie Mcbain,D,18.0,NAHL,14.0,0.0,5.0,5.0,2006.0,63.0
8473571,Jamie Mcbain,D,18.0,WJ18-A,6.0,2.0,9.0,11.0,2006.0,63.0
8473510,Jonas Junland,D,18.0,Swe-Jr.,32.0,17.0,23.0,40.0,2006.0,64.0
8473510,Jonas Junland,D,18.0,Swe-U18,1.0,5.0,0.0,5.0,2006.0,64.0
8473510,Jonas Junland,D,18.0,Sweden,4.0,0.0,0.0,0.0,2006.0,64.0
8473466,Ryan White,F,18.0,WHL,72.0,20.0,33.0,53.0,2006.0,66.0
8473524,Kirill Tulupov,D,18.0,Exhib.,40.0,16.0,28.0,44.0,2006.0,67.0
8473524,Kirill Tulupov,D,18.0,Russia-2,8.0,1.0,1.0,2.0,2006.0,67.0
8473468,Eric Gryba,D,18.0,USHL,56.0,3.0,12.0,15.0,2006.0,68.0
8473581,Robin Figren,F,18.0,Swe-Jr.,38.0,10.0,18.0,28.0,2006.0,70.0
8473581,Robin Figren,F,18.0,Sweden,2.0,0.0,0.0,0.0,2006.0,70.0
